"INTERNAL_ID","VETTING_LEVEL","NAME","BIRTH_DATE","OCCUPATION","PASSPORT_COUNTRY","COUNTRIES_VISITED","COUNTRY_1","COUNTRY_2","COUNTRY_3","COUNTRIES_VISITED_COUNT","AGE","VETTING_LEVEL_DESC","ARRIVAL_AIRPORT_STATE","DEPARTURE_AIRPORT_IATA","ARRIVAL_AIRPORT_MUNICIPALITY","ARRIVAL_AIRPORT_IATA","ARRIVAL_AIRPORT_COUNTRY_CODE","DEPARTURE_AIRPORT_REGION","DEPARTURE_AIRPORT_COUNTRY_CODE","DEPARTURE_AIRPORT_MUNICIPALITY","Category"
"575","10","Nicole Catherine Adams","2001-08-17","Radiographer, therapeutic","Brazil","LV,UZ,KZ,KH","LV","UZ","KZ","4","15","High Risk","LA","RIX","Monroe","MLU","US","LV-RIX","LV","Riga","Medical"
"578","100","Jasmin Heather Mckinney","1983-11-29","Copywriter, advertising","Ghana","UZ,UY","UZ","UY",,"2","33","Unvetted","MO","TAS","St Louis","STL","US","UZ-TO","UZ","Tashkent","Advertising"
"582","20","Brenda Jordan Taylor","2001-06-23","Dispensing optician","Ghana","TH,UY,KG,PK,AT,RU,KG","TH","UY","KG","7","15","Medium Risk","IL","DMK","Chicago/Rockford","RFD","US","TH-10","TH","Bangkok","Medical"
"585","100","Jodi Walker","1978-07-24","Proofreader","Ghana","MA,QA,AL,MT","MA","QA","AL","4","38","Unvetted","IL","CMN","Springfield","SPI","US","MA-CAS","MA","Casablanca","Journalism"
"588","100","Jeanette Mason","1980-06-29","Designer, fashion/clothing","Ghana","TR,RU","TR","RU",,"2","36","Unvetted","VA","IST","Newport News","PHF","US","TR-34","TR","Istanbul","Retail"
"592","100","Paige Williams","1996-02-17","Tax inspector","Ghana","RU,MA","RU","MA",,"2","21","Unvetted","MT","LED","Billings","BIL","US","RU-SPE","RU","St. Petersburg","Government"
"595","10","Jul Perez","1976-10-11","Housing manager/officer","Ghana","PL,DK,OM,KG,SK","PL","DK","OM","5","40","High Risk","DC","KRK","Washington","IAD","US","PL-MA","PL","Kraków","Construction"
"598","100","Rachel Sanchez","1985-01-10","Orthoptist","Ghana","GB,FR,OM","GB","FR","OM","3","32","Unvetted","MN","GLA","Duluth","DLH","US","GB-SCT","GB","Glasgow","Medical"
"600","100","Nichole Mandi Houston","1989-08-05","Media planner","Ghana","OM,KH,DO","OM","KH","DO","3","27","Unvetted","TX","JNJ","Wichita Falls","SPS","US","OM-WU","OM","Duqm","Journalism"
"603","100","Allison Tucker","1990-05-12","Medical technical officer","Ghana","AT,RU,SG,SK","AT","RU","SG","4","26","Unvetted","AR","VIE","Fort Smith","FSM","US","AT-9","AT","Vienna","Government"
"606","100","Kathy Mccarthy","1973-05-12","Film/video editor","Ghana","AE","AE",,,"1","43","Unvetted","KY","DXB","Louisville","SDF","US","AE-DU","AE","Dubai","Arts"
"609","100","Hannah Shel Williams","1986-02-02","Research officer, political party","Ghana","QA,PT,CO,BG,UZ","QA","PT","CO","5","31","Unvetted","CA","DOH","Marysville","BAB","US","QA-DA","QA","Doha","Government"
"610","20","Cass Heather Phillips","1985-06-11","Ship broker","Ghana","RU,GH,ID","RU","GH","ID","3","31","Medium Risk","CA","LED","Sacramento","SMF","US","RU-SPE","RU","St. Petersburg","Other"
"613","100","Ronny Cooper","1981-01-16","Chemical engineer","Ghana","VN,OM","VN","OM",,"2","36","Unvetted","AL","DAD","Birmingham","BHM","US","VN-60","VN","Da Nang","Engineering"
"616","100","Nicole Aguilar","1974-08-15","Sports development officer","Ghana","SN,RU","SN","RU",,"2","42","Unvetted","NY","DKR","New York","LGA","US","SN-DK","SN","Dakar","Government"
"619","100","Kathryn Brandy Mccormick","1986-03-10","Media buyer","Ghana","SE,CY,KG,AE,CY,SK,KH","SE","CY","KG","7","31","Unvetted","MN","ARN","Minneapolis","MSP","US","SE-AB","SE","Stockholm","Advertising"
"620","100","Katti Debby Monroe","1974-01-30","Tax inspector","Ghana","CZ,CZ,BY,OM,UZ","CZ","CZ","BY","5","43","Unvetted","NY","PRG","Buffalo","BUF","US","CZ-PR","CZ","Prague","Government"
"623","100","Tracy Jones","1996-02-26","Science writer","Ghana","AE,CK,IS,AT,VN,PL","AE","CK","IS","6","21","Unvetted","WI","DWC","Green Bay","GRB","US","AE-DU","AE","Jebel Ali","Journalism"
"626","100","Mary Amy Nguyen","1979-08-01","Counselling psychologist","Ghana","OM,LV,BS,AZ,CU","OM","LV","BS","5","37","Unvetted","FL","JNJ","Fort Myers","RSW","US","OM-WU","OM","Duqm","Medical"
"629","100","Sami Dixon","1996-03-13","Surveyor, building control","Ghana","GE,TR,PK,UA,ID,PH,RU","GE","TR","PK","7","21","Unvetted","MO","TBS","Springfield","SGF","US","GE-TB","GE","Tbilisi","Construction"
"630","100","Angela Robles","1996-09-07","Research scientist (medical)","Ghana","GE,TR,SG,RU","GE","TR","SG","4","20","Unvetted","LA","TBS","Lafayette","LFT","US","GE-TB","GE","Tbilisi","Science"
"633","100","Tiffany Lisa Thompson","1985-01-18","Pharmacologist","Ghana","OM","OM",,,"1","32","Unvetted","OK","MCT","Altus","LTS","US","OM-MA","OM","Muscat","Medical"
"636","100","Christina Carrie Miles","1983-04-16","Furniture designer","Ghana","AL,LK,PK,FR,KH,KZ,BY,JM,MY,RU,SA,AL","AL","LK","PK","12","33","Unvetted","NY","TIA","New York","LGA","US","AL-TR","AL","Tirana","Retail"
"639","100","Kathy Brooke Little","1990-08-07","Games developer","Ghana","CU,BY,RU,IN","CU","BY","RU","4","26","Unvetted","PA","HAV","Philadelphia","PHL","US","CU-03","CU","Havana","Information Technology"
"640","100","Betsie Kristen Carter","1970-01-07","Designer, exhibition/display","Ghana","MT,CY,OM,PT,OM,IQ,DZ,TN,TW","MT","CY","OM","9","47","Unvetted","OH","MLA","Columbus","CMH","US","MT-25","MT","Luqa","Retail"
"643","100","Jessica Hansen","1976-07-26","Operational researcher","Ghana","UZ","UZ",,,"1","40","Unvetted","LA","TAS","Lafayette","LFT","US","UZ-TO","UZ","Tashkent","Science"
"646","100","Mariah Shannon Walker","1991-04-16","Market researcher","Ghana","SE,OM,HR","SE","OM","HR","3","25","Unvetted","IL","ARN","Chicago","MDW","US","SE-AB","SE","Stockholm","Retail"
"649","100","Carla Matthews","1980-09-20","Pharmacist, hospital","Ghana","ME,CO,DK,RU","ME","CO","DK","4","36","Unvetted","LA","TGD","Bossier City","BAD","US","ME-16","ME","Podgorica","Medical"
"650","100","Jenny Harrison","1994-08-16","Forensic scientist","Ghana","AT,UA,SI,ET,PK,QA","AT","UA","SI","6","22","Unvetted","WA","VIE","Tacoma","TCM","US","AT-9","AT","Vienna","Science"
"653","100","Carrie Donna Lindsey","1980-09-07","Travel agency manager","Ghana","LB,AE","LB","AE",,"2","36","Unvetted","OH","BEY","Dayton","FFO","US","LB-JL","LB","Beirut","Sports/Travel"
"656","100","Sassa Meadows","2001-07-24","Television/film/video producer","Ghana","CU,MA,UZ,UY,FR,SA,TR,DZ","CU","MA","UZ","8","15","Unvetted","HI","VRA","Honolulu","HNL","US","CU-04","CU","Varadero","Arts"
"659","100","Amanie Taylor","1986-06-23","Corporate investment banker","Ghana","OM,FI,SA,FR,SD,RO,KR","OM","FI","SA","7","30","Unvetted","NY","JNJ","Syracuse","SYR","US","OM-WU","OM","Duqm","Finance"
"660","20","Tamma James","1970-11-27","Amenity horticulturist","Ghana","ME,ME,BA,AE,SN","ME","ME","BA","5","46","Medium Risk","FL","TGD","Fort Lauderdale","FLL","US","ME-16","ME","Podgorica","Other"
"663","100","Donna Smith","1995-10-10","Corporate treasurer","Ghana","UZ,QA,IR","UZ","QA","IR","3","21","Unvetted","MN","TAS","Minneapolis","MSP","US","UZ-TO","UZ","Tashkent","Finance"
"666","100","Jennifer Sampson","1974-09-19","Homeopath","Ghana","IE,AE,MY","IE","AE","MY","3","42","Unvetted","CA","SNN","Ontario","ONT","US","IE-CE","IE","Shannon","Medical"
"669","20","Liny Campbell","1973-08-15","Advertising account planner","Brazil","RU,CZ","RU","CZ",,"2","43","Medium Risk","CA","UFA","Sacramento","SMF","US","RU-BA","RU","Ufa","Advertising"
"670","10","Laura Meredith Archer","1977-06-06","Hotel manager","Ghana","PK,OM,CL,GR,TW,MT,DO,EG","PK","OM","CL","8","39","High Risk","WI","SKT","Green Bay","GRB","US","PK-PB","PK","Sialkot","Sports/Travel"
"673","100","Gracee Valerie Lowery","1979-08-21","Designer, fashion/clothing","Ghana","UZ,BR,NZ,IN,ID","UZ","BR","NZ","5","37","Unvetted","TN","TAS","Memphis","MEM","US","UZ-TO","UZ","Tashkent","Retail"
"228","30","Brandi Denee Taylor","1977-11-06","Armed forces technical officer","Brazil","IR,BS,CN,AE,LT","IR","BS","CN","5","39","Low Risk","LA","IKA","New Orleans","MSY","US","IR-07","IR","Tehran","Government"
"232","100","Marye Palmer","1980-01-08","Sports administrator","Ghana","CO,CL,GR,AE,DK,SN,SD","CO","CL","GR","7","37","Unvetted","GA","BOG","Savannah","SAV","US","CO-CUN","CO","Bogota","Sports/Travel"
"235","100","Michele Gill","1992-04-25","Corporate treasurer","Ghana","NG,OM,LY,HU,GB,CL,NO,KW","NG","OM","LY","8","24","Unvetted","VA","ABV","Roanoke","ROA","US","NG-FC","NG","Abuja","Finance"
"238","100","Candice Courtney Haynes","1980-11-10","Tour manager","Ghana","QA","QA",,,"1","36","Unvetted","CA","DOH","Ontario","ONT","US","QA-DA","QA","Doha","Sports/Travel"
"242","100","Criss Maireag Peterson","1973-10-05","Engineer, mining","Ghana","AE,NL,UY,LT","AE","NL","UY","4","43","Unvetted","TX","DXB","Abilene","DYS","US","AE-DU","AE","Dubai","Engineering"
"245","100","Tara Jackson","1978-09-25","Special effects artist","Ghana","UA,IS,NG,GR,GB,PL,IQ,CO,AU,AE","UA","IS","NG","10","38","Unvetted","CA","HRK","Marysville","BAB","US","UA-63","UA","Kharkiv","Arts"
"248","100","Shelly Roberts","1977-07-31","Armed forces technical officer","Ghana","QA,OM,TH","QA","OM","TH","3","39","Unvetted","WV","DOH","Huntington","HTS","US","QA-DA","QA","Doha","Government"
"252","20","Krista Chelsea Bell","1973-03-29","Community development worker","Ghana","PH,IT,ET,OM,GB,PT","PH","IT","ET","6","43","Medium Risk","NC","CRK","Raleigh/Durham","RDU","US","PH-PAM","PH","Angeles City","Government"
"255","30","Suzanne Alvarado","1998-10-13","Production assistant, radio","Ghana","KH,MX,OM,JP,JO,BN","KH","MX","OM","6","18","Low Risk","FL","REP","Fort Lauderdale","FLL","US","KH-17","KH","Siem Reap","Journalism"
"258","100","Pauli Hodges","1983-06-19","Health visitor","Ghana","LY,UZ,KW","LY","UZ","KW","3","33","Unvetted","TX","TIP","Houston","HOU","US","LY-TB","LY","Tripoli","Medical"
"262","10","Ray Mitchell","1998-09-11","Theatre stage manager","Ghana","UZ,UZ,BS","UZ","UZ","BS","3","18","High Risk","NH","TAS","Manchester","MHT","US","UZ-TO","UZ","Tashkent","Arts"
"265","100","Jessica Abigail Bender","1971-01-14","Early years teacher","Ghana","SK,BS,OM","SK","BS","OM","3","46","Unvetted","OK","BTS","Altus","LTS","US","SK-BL","SK","Bratislava","Education"
"268","100","Courtney Hampton","1995-10-03","Engineer, mining","Ghana","QA,PT,KY","QA","PT","KY","3","21","Unvetted","IA","DOH","Sioux City","SUX","US","QA-DA","QA","Doha","Engineering"
"272","100","Laur Moyer","1980-01-14","Investment banker, corporate","Ghana","RU,JO","RU","JO",,"2","37","Unvetted","OH","SVO","Columbus","CMH","US","RU-MOS","RU","Moscow","Finance"
"275","20","Lera Sarah Middleton","1998-05-12","Acupuncturist","Ghana","ME,OM,LK,PG,JP,HR","ME","OM","LK","6","18","Medium Risk","NV","TGD","Las Vegas","LAS","US","ME-16","ME","Podgorica","Medical"
"278","100","Angeia Lara","1978-11-30","Health and safety inspector","Ghana","SA,KG,CU,CO,IT,QA,HK","SA","KG","CU","7","38","Unvetted","FL","RUH","Jacksonville","JAX","US","SA-01","SA","Riyadh","Construction"
"282","100","Shannie Pham","1983-06-14","Museum education officer","Ghana","CL,UZ","CL","UZ",,"2","33","Unvetted","CA","SCL","San Jose","SJC","US","CL-RM","CL","Santiago","Education"
"285","100","Ashley Destin Robinson","1983-07-01","Phytotherapist","Ghana","UA,TN,SG,SI,SD,QA,AR","UA","TN","SG","7","33","Unvetted","NY","ODS","Syracuse","SYR","US","UA-51","UA","Odessa","Medical"
"288","30","Angi Bennett","1999-03-04","Surveyor, hydrographic","Ghana","IE,UZ,CO,MT,ID","IE","UZ","CO","5","18","Low Risk","FL","DUB","Tallahassee","TLH","US","IE-D","IE","Dublin","Construction"
"292","100","Wendy Baird","1984-02-07","Programmer, multimedia","Ghana","UZ","UZ",,,"1","33","Unvetted","WY","TAS","Casper","CPR","US","UZ-TO","UZ","Tashkent","Information Technology"
"295","30","Pamela Walsh","1998-10-19","Politician's assistant","Ghana","UZ","UZ",,,"1","18","Low Risk","AZ","TAS","Tucson","TUS","US","UZ-TO","UZ","Tashkent","Government"
"298","100","Tammy Kendr Owens","1975-01-20","Exhibitions officer, museum/gallery","Ghana","UZ,PL,NG,BE,PE","UZ","PL","NG","5","42","Unvetted","WI","TAS","Madison","MSN","US","UZ-TO","UZ","Tashkent","Arts"
"300","10","Ann Cooper","1986-04-17","Energy manager","Ghana","PE,KY,RU,AT,AU,JO","PE","KY","RU","6","30","High Risk","VA","CUZ","Hampton","LFI","US","PE-CUS","PE","Cusco","Other"
"303","10","Autumn Annette Hoover","1975-02-25","Farm manager","Ghana","IQ,UZ","IQ","UZ",,"2","42","High Risk","OH","BGW","Cleveland","CLE","US","IQ-BG","IQ","Baghdad","Other"
"306","100","Rebecc Chrissie Maxwell","1976-12-17","Editor, commissioning","Ghana","HR,SK,UZ,ES,GH,PL","HR","SK","UZ","6","40","Unvetted","TX","ZAG","Lubbock","LBB","US","HR-21","HR","Zagreb","Journalism"
"309","100","Vicki Shelle Odom","1987-11-06","Engineer, technical sales","Ghana","QA,JP","QA","JP",,"2","29","Unvetted","PA","DOH","Philadelphia","PHL","US","QA-DA","QA","Doha","Engineering"
"310","100","Ammi Mccoy","1979-09-10","Animator","Ghana","SD,IL,PT,LV,RO,DO,AU,AE,MY,AL,NO","SD","IL","PT","11","37","Unvetted","OK","KRT","Oklahoma City","OKC","US","SD-03","SD","Khartoum","Arts"
"313","100","Rebekah Whitehead","1987-09-28","Educational psychologist","Ghana","AE","AE",,,"1","29","Unvetted","NC","SHJ","Asheville","AVL","US","AE-SH","AE","Sharjah","Medical"
"316","20","Paula Jimenez","2000-01-17","Electronics engineer","Ghana","OM","OM",,,"1","17","Medium Risk","NM","JNJ","Albuquerque","ABQ","US","OM-WU","OM","Duqm","Engineering"
"319","30","Candi Diana Lynch","1997-04-14","Scientist, clinical (histocompatibility and immunogenetics)","Ghana","RU","RU",,,"1","19","Low Risk","OK","VKO","Tulsa","TUL","US","RU-MOS","RU","Moscow","Science"
"320","100","Genny Ho","1995-05-29","Engineer, manufacturing systems","Ghana","QA","QA",,,"1","21","Unvetted","AK","DOH","Anchorage","ANC","US","QA-DA","QA","Doha","Engineering"
"323","100","Maureen Yola Jones","1994-05-27","Product/process development scientist","Ghana","OM","OM",,,"1","22","Unvetted","OK","JNJ","Oklahoma City","OKC","US","OM-WU","OM","Duqm","Science"
"326","30","Joy Rhonda Cook","1999-02-18","Special effects artist","Ghana","NL,OM,FR,UZ","NL","OM","FR","4","18","Low Risk","NY","EIN","New York","JFK","US","NL-NB","NL","Eindhoven","Arts"
"329","100","Brittney Jacqueline Silva","1975-09-13","Estate manager/land agent","Ghana","AE,DO","AE","DO",,"2","41","Unvetted","NV","AUH","Las Vegas","LAS","US","AE-AZ","AE","Abu Dhabi","Construction"
"330","30","Angela Sonya Vincent","1997-05-22","Scientist, water quality","Brazil","AE,FI,KR","AE","FI","KR","3","19","Low Risk","FL","SHJ","Valparaiso","VPS","US","AE-SH","AE","Sharjah","Science"
"333","100","Allison Martinez","1989-03-27","Geochemist","Ghana","ID,KE,NG,TW,OM,ME,TH,PG,HK,CA,AT,CZ","ID","KE","NG","12","27","Unvetted","MO","DPS","Kansas City","MCI","US","ID-BA","ID","Denpasar-Bali Island","Science"
"336","100","Adriana Meridie Reynolds","1984-01-04","Intelligence analyst","Ghana","BY,SI,TN,PG,UA,KW,NG,RU,KR,BA,KW","BY","SI","TN","11","33","Unvetted","SC","MSQ","Columbia","CAE","US","BY-MI","BY","Minsk","Government"
"898","10","Lyz James","1992-08-31","Quarry manager","Ghana","TW,KR,CK,BS,PE,HK,OM,HU,JP,EE,PG,AM","TW","KR","CK","12","24","High Risk","CA","KHH","Ontario","ONT","US","TW-KHH","TW","Kaohsiung City","Other"
"900","100","Katha Roach","1993-01-27","Artist","Ghana","QA","QA",,,"1","24","Unvetted","GA","DOH","Augusta","AGS","US","QA-DA","QA","Doha","Arts"
"903","100","Megan Stewart","1994-02-26","Rural practice surveyor","Ghana","UZ,LB","UZ","LB",,"2","23","Unvetted","GA","TAS","Savannah","SAV","US","UZ-TO","UZ","Tashkent","Construction"
"906","100","Emie Franklin","1973-07-01","Sales promotion account executive","Ghana","CU,FR,LB,CU,SI,OM","CU","FR","LB","6","43","Unvetted","FL","VRA","West Palm Beach","PBI","US","CU-04","CU","Varadero","Advertising"
"909","100","Christine Natasha Bryan","1972-11-06","Accountant, chartered public finance","Ghana","RU,HR","RU","HR",,"2","44","Unvetted","AR","SVX","Fort Smith","FSM","US","RU-SVE","RU","Yekaterinburg","Finance"
"910","100","Rebba Patricia Cole","1994-09-09","Consulting civil engineer","Ghana","UA,IE,IL,UZ,DE","UA","IE","IL","5","22","Unvetted","MD","HRK","Baltimore","BWI","US","UA-63","UA","Kharkiv","Engineering"
"913","100","Michaela Kelsey Gilbert","1995-05-13","Copy","Ghana","AR,AU,IE,AL,DK,MX,CU,AE,KY,EE","AR","AU","IE","10","21","Unvetted","FL","EZE","Miami","MIA","US","AR-B","AR","Buenos Aires","Journalism"
"916","100","Ari Curtis","1995-11-19","Operational investment banker","Ghana","ME,RU,HK,SK,KE","ME","RU","HK","5","21","Unvetted","FL","TGD","Fort Myers","RSW","US","ME-16","ME","Podgorica","Finance"
"919","100","Becky Jones","1993-02-02","Research scientist (life sciences)","Ghana","ME,OM","ME","OM",,"2","24","Unvetted","OR","TGD","Portland","PDX","US","ME-16","ME","Podgorica","Science"
"920","100","Elizabeth Peters","1976-04-11","Technical author","Ghana","QA,SG","QA","SG",,"2","40","Unvetted","WA","DOH","Seattle","SEA","US","QA-DA","QA","Doha","Journalism"
"923","100","Natalie Wright","1976-04-10","English as a second language teacher","Ghana","RU,AU,IE,ET,LB","RU","AU","IE","5","40","Unvetted","WV","UFA","Huntington","HTS","US","RU-BA","RU","Ufa","Education"
"926","100","Cheree Caldwell","1985-11-16","Education officer, community","Ghana","QA,KW,KW,RS","QA","KW","KW","4","31","Unvetted","WA","DOH","Seattle","BFI","US","QA-DA","QA","Doha","Education"
"929","30","Brend Courtney Robbins","1998-09-24","Publishing rights manager","Ghana","AE,HR,TW,GR","AE","HR","TW","4","18","Low Risk","FL","DWC","Fort Myers","RSW","US","AE-DU","AE","Jebel Ali","Journalism"
"930","10","Alisha Stewart","2000-02-11","Higher education careers adviser","Pakistan","JM,QA,ET","JM","QA","ET","3","17","High Risk","AL","KIN","Mobile","MOB","US","JM-01","JM","Kingston","Education"
"933","100","Marye Smith","1987-06-22","Naval architect","Ghana","RU,BE,PH","RU","BE","PH","3","29","Unvetted","NY","VKO","New York","LGA","US","RU-MOS","RU","Moscow","Government"
"936","100","Sandra Flynn","1989-05-14","Scientist, research (maths)","Ghana","GH,ME,ID,NG,QA,SD","GH","ME","ID","6","27","Unvetted","KY","ACC","Louisville","SDF","US","GH-AA","GH","Accra","Science"
"939","100","Chelle Bell","1988-10-04","Nurse, mental health","Ghana","RU,GH,SN,HK,CK,ET","RU","GH","SN","6","28","Unvetted","NY","AER","New York","LGA","US","RU-KDA","RU","Sochi","Medical"
"940","100","Dawn Amanda Anderson","1990-02-08","Artist","Ghana","UZ,BY,PE,AE,TR,CY,DK,SA","UZ","BY","PE","8","27","Unvetted","FL","TAS","Miami","MIA","US","UZ-TO","UZ","Tashkent","Arts"
"943","100","Diana Amey Cruz","1972-11-13","Engineer, production","Ghana","KZ,QA,AZ","KZ","QA","AZ","3","44","Unvetted","PA","TSE","Erie","ERI","US","KZ-AKM","KZ","Astana","Engineering"
"946","20","Kristine Duarte","1970-07-19","Records manager","Ghana","GR,JM,OM,TN,OM","GR","JM","OM","5","46","Medium Risk","SC","HER","Columbia","CAE","US","GR-91","GR","Heraklion","Other"
"949","100","Yvette Theresa Jenkins","1978-09-21","TEFL teacher","Ghana","FR,AR,AE","FR","AR","AE","3","38","Unvetted","GA","MRS","Warner Robins","WRB","US","FR-U","FR","Marseille","Education"
"950","100","Lindy Sandra King","1989-11-13","Psychologist, occupational","Ghana","RU,UY,HK","RU","UY","HK","3","27","Unvetted","TX","GRV","Dallas-Fort Worth","DFW","US","RU-CE","RU","Grozny","Medical"
"953","100","Rachel Mason","1975-01-14","Wellsite geologist","Ghana","RU,AM,SI,QA","RU","AM","SI","4","42","Unvetted","TX","KJA","Wichita Falls","SPS","US","RU-KYA","RU","Krasnoyarsk","Science"
"956","100","Michaela Smith","1970-07-16","Training and development officer","Ghana","UZ","UZ",,,"1","46","Unvetted","VA","TAS","Roanoke","ROA","US","UZ-TO","UZ","Tashkent","Government"
"959","100","Britt Cervantes","1974-03-16","Engineer, civil (consulting)","Ghana","TN,QA,BE,VN,PA","TN","QA","BE","5","43","Unvetted","WI","TUN","Green Bay","GRB","US","TN-11","TN","Tunis","Engineering"
"960","100","Kelsey Jones","1982-03-25","Teacher, adult education","Ghana","OM","OM",,,"1","34","Unvetted","FL","JNJ","Fort Myers","RSW","US","OM-WU","OM","Duqm","Education"
"963","20","Brooke Blevins","1971-03-08","Hydrologist","Ghana","UA,RU,NZ,RS","UA","RU","NZ","4","46","Medium Risk","IL","KBP","Moline","MLI","US","UA-32","UA","Kiev","Other"
"966","20","Taylor Evans","1995-08-05","Production manager","Ghana","MA,GE,KE,UZ","MA","GE","KE","4","21","Medium Risk","MO","CMN","Joplin","JLN","US","MA-CAS","MA","Casablanca","Other"
"969","100","Elizabeth Carlson","1991-03-29","Operational investment banker","Ghana","JP,RU","JP","RU",,"2","25","Unvetted","ID","KIX","Boise","BOI","US","JP-27","JP","Osaka","Finance"
"970","100","Cindy Shelle Henry","1995-10-18","Surveyor, minerals","Ghana","EG,FI,IN,KG,QA,PA","EG","FI","IN","6","21","Unvetted","VA","CAI","Richmond","RIC","US","EG-C","EG","Cairo","Construction"
"973","100","April Brenda Crosby","1985-09-30","Bookseller","Ghana","HR,RU,UY,CA,EG,GB","HR","RU","UY","6","31","Unvetted","WA","ZAG","Tacoma","TCM","US","HR-21","HR","Zagreb","Retail"
"976","100","Jillian Christie Randall","1979-11-05","Building control surveyor","Ghana","SE,ZA,JO,SE,CY,QA,BR,NZ,LV,AT,FI","SE","ZA","JO","11","37","Unvetted","OH","LLA","Columbus","CMH","US","SE-BD","SE","Luleå","Construction"
"979","100","Cynthy Briggs","1976-09-14","Financial controller","Ghana","PT,BG,FR,RU,ET,HR,LK","PT","BG","FR","7","40","Unvetted","NC","LIS","Asheville","AVL","US","PT-11","PT","Lisbon","Finance"
"980","100","Jessica Pam Rubio","2000-11-16","Graphic designer","Ghana","CN,CZ,DK,CK,UZ","CN","CZ","DK","5","16","Unvetted","OK","FOC","Tulsa","TUL","US","CN-35","CN","Fuzhou","Information Technology"
"983","100","Emy Alvarado","1980-07-04","Armed forces logistics/support/administrative officer","Ghana","GE,JM,HR,PE,SE,UZ,TR","GE","JM","HR","7","36","Unvetted","NC","TBS","Charlotte","CLT","US","GE-TB","GE","Tbilisi","Government"
"986","100","Susan Harris","1981-10-23","Dealer","Ghana","BZ,UZ,IE,LT","BZ","UZ","IE","4","35","Unvetted","TN","BZE","Bristol/Johnson/Kingsport","TRI","US","BZ-BZ","BZ","Belize City","Retail"
"989","100","Sandt Christina Johnson","1995-01-04","Nutritional therapist","Ghana","ID,RU","ID","RU",,"2","22","Unvetted","TN","DPS","Memphis","MEM","US","ID-BA","ID","Denpasar-Bali Island","Medical"
"990","100","Cathie Chelsea Pierce","1992-08-09","Geophysicist/field seismologist","Ghana","ZA,RU,RO,AU","ZA","RU","RO","4","24","Unvetted","AZ","JNB","Tucson","TUS","US","ZA-GT","ZA","Johannesburg","Science"
"993","100","Pammy French","1982-09-17","Retail merchandiser","Ghana","EE,UZ,TW,VN,BA,GE","EE","UZ","TW","6","34","Unvetted","NC","TLL","Goldsboro","GSB","US","EE-37","EE","Tallinn","Retail"
"996","100","Kirsty Connie Hernandez","1997-03-11","Medical laboratory scientific officer","Ghana","TW,QA","TW","QA",,"2","20","Unvetted","IL","KHH","Chicago/Rockford","RFD","US","TW-KHH","TW","Kaohsiung City","Science"
"999","100","Cathy Hannie Atkinson","1976-03-03","Glass blower/designer","Ghana","BE,IL,PK,OM","BE","IL","PK","4","41","Unvetted","GA","BRU","Atlanta","ATL","US","BE-BRU","BE","Brussels","Arts"
"1000","100","Kristy Fitzpatrick","1981-12-04","Psychiatric nurse","Ghana","SN,UZ,CO,TH","SN","UZ","CO","4","35","Unvetted","CA","DKR","Los Angeles","LAX","US","SN-DK","SN","Dakar","Medical"
"1003","100","Jacquie Scott","1977-11-22","Meteorologist","Ghana","RU,NZ","RU","NZ",,"2","39","Unvetted","LA","SVO","Bossier City","BAD","US","RU-MOS","RU","Moscow","Science"
"1006","100","Felicia Gardner","1980-07-30","Plant breeder/geneticist","Ghana","GH,BG,RU","GH","BG","RU","3","36","Unvetted","CA","ACC","Marysville","BAB","US","GH-AA","GH","Accra","Science"
"451","30","Sheri Maddox","1998-05-08","Fish farm manager","Ghana","AE","AE",,,"1","18","Low Risk","NM","AUH","Alamogordo","HMN","US","AE-AZ","AE","Abu Dhabi","Other"
"454","100","Heather Kelly Watts","1985-06-03","Applications developer","Ghana","BG,OM,BA","BG","OM","BA","3","31","Unvetted","FL","PDV","Jacksonville","JAX","US","BG-16","BG","Plovdiv","Information Technology"
"457","100","Allison Flowers","1971-05-04","Psychiatric nurse","Ghana","RU,IN,ES,FR","RU","IN","ES","4","45","Unvetted","CA","KUF","San Jose","SJC","US","RU-SAM","RU","Samara","Medical"
"461","100","Ann Kattia Smith","1979-08-01","Therapist, drama","Ghana","AT,AE,NO,LT,KY","AT","AE","NO","5","37","Unvetted","TN","VIE","Memphis","MEM","US","AT-9","AT","Vienna","Medical"
"464","100","Kat Rogers","1989-01-23","Engineer, civil (consulting)","Ghana","UZ","UZ",,,"1","28","Unvetted","AR","TAS","Little Rock","LIT","US","UZ-TO","UZ","Tashkent","Engineering"
"467","100","Jade Sherrie Walker","1988-08-16","Dealer","Ghana","SE,BH,AE,VN,BZ,PG,HU","SE","BH","AE","7","28","Unvetted","OH","GOT","Dayton","DAY","US","SE-Q","SE","Gothenburg","Retail"
"471","100","Katie Williams","1970-03-09","Teacher, adult education","Ghana","NO,CN,HU,UZ,CU","NO","CN","HU","5","47","Unvetted","WI","TOS","Green Bay","GRB","US","NO-19","NO","Tromsø","Education"
"474","30","Sherry Alvarez","1999-10-20","Land/geomatics surveyor","Ghana","IR,JP,UZ,ET,RO,LB,SD,BA","IR","JP","UZ","8","17","Low Risk","KY","TBZ","Cincinnati","CVG","US","IR-01","IR","Tabriz","Construction"
"477","20","Lee Reynolds","1975-02-03","Interpreter","Ghana","BG,AE","BG","AE",,"2","42","Medium Risk","IA","BOJ","Dubuque","DBQ","US","BG-02","BG","Burgas","Other"
